Date,Open,High,Low,Close,Adj Close,Volume
2021-02-12,150.500000,152.912506,147.750000,149.612503,149.526611,37475600
2021-02-16,150.642502,153.725006,149.500000,153.302505,153.214493,32196000
2021-02-17,151.710007,152.235001,147.800003,149.059998,148.974426,27475600
2021-02-18,147.289993,148.732498,145.750000,148.289993,148.204865,23386800
2021-02-19,150.244995,151.770004,148.467499,149.264999,149.179306,27172400
2021-02-22,147.747498,151.332504,143.250000,143.557495,143.475082,32588400
2021-02-23,140.752502,142.387497,133.895004,141.419998,141.338806,39178000
2021-02-24,141.227493,145.067505,137.559998,144.990005,144.906769,44832000
2021-02-25,140.455002,143.747498,132.162506,133.074997,132.998596,82443600
2021-02-26,137.524994,138.544998,133.610001,137.145004,137.066269,50093200
2021-03-01,138.750000,139.250000,135.532501,138.417496,138.338028,35318400
2021-03-02,139.000000,139.205002,133.960007,134.062500,133.985535,26411600
2021-03-03,134.262497,134.514999,127.987503,128.047501,127.973984,37759200
2021-03-04,128.007507,129.750000,120.837502,123.702499,123.631477,57334400
2021-03-05,125.500000,125.500000,116.792503,124.614998,124.543457,54284000
2021-03-08,124.500000,124.712502,115.665001,115.932503,115.865952,54311200
2021-03-09,121.302498,126.167503,120.592499,125.202499,125.173813,52182400
2021-03-10,128.404999,129.800003,124.574997,124.682503,124.653938,38437600
2021-03-11,129.500000,130.462494,127.345001,129.934998,129.905228,29991600
2021-03-12,126.482498,128.887497,125.900002,128.559998,128.530548,24396400
2021-03-15,128.647507,132.067505,127.672501,131.912506,131.882278,22198800
2021-03-16,133.565002,135.125000,131.167496,132.912506,132.882050,27212800
2021-03-17,130.397507,134.532501,129.895004,133.412506,133.381943,24386400
2021-03-18,131.365005,131.839996,127.169998,127.224998,127.195847,29389600
2021-03-19,127.500000,129.214996,126.125000,128.457504,128.428070,29920800
2021-03-22,129.127502,133.945007,129.067505,131.862503,131.832291,29780400
2021-03-23,132.542496,133.445007,130.212494,130.707504,130.677551,22204800
2021-03-24,131.512497,131.592499,126.367500,126.430000,126.401031,24584000
2021-03-25,124.995003,127.147499,122.720001,125.352501,125.323784,29514400
2021-03-26,125.544998,128.562500,123.735001,128.392502,128.363083,36396800
2021-03-29,128.202499,130.625000,127.000000,129.482498,129.452835,27352000
2021-03-30,128.419998,129.752502,127.050003,128.717499,128.688004,20020400
2021-03-31,130.154999,134.705002,129.824997,133.482498,133.451920,31477600
2021-04-01,135.722504,138.699997,135.112503,138.117493,138.085846,30827600
2021-04-05,138.675003,140.139999,137.330002,139.875000,139.842957,25567200
2021-04-06,139.997498,140.542496,137.735001,138.615005,138.583252,19174400
2021-04-07,138.807495,142.434998,137.115005,141.434998,141.402588,25128400
2021-04-08,142.527496,144.714996,142.490005,143.169998,143.137192,24441600
2021-04-09,142.139999,144.080002,141.750000,144.000000,143.967010,19517200
2021-04-12,142.897507,153.524994,141.392502,152.089996,152.055145,86932400
2021-04-13,152.315002,157.000000,151.257507,156.794998,156.759079,67621200
2021-04-14,156.250000,157.205002,152.274994,152.770004,152.735001,38550000
2021-04-15,156.625000,162.142502,156.315002,161.372498,161.335526,59848000
2021-04-16,160.529999,161.657501,158.652496,159.125000,159.088547,33520800
2021-04-19,155.365005,158.074997,152.330002,153.617493,153.582291,40442000
2021-04-20,153.232498,154.970001,149.630005,151.712494,151.677734,33413200
2021-04-21,151.187500,153.625000,151.022507,153.604996,153.569809,21677600
2021-04-22,153.750000,154.384995,147.835007,148.502502,148.468475,27778800
2021-04-23,149.342499,153.350006,149.002502,152.652496,152.617523,22750000
2021-04-26,151.850006,154.789993,151.250000,154.779999,154.744537,19779600
2021-04-27,155.785004,156.705002,153.544998,153.817505,153.782257,16457200
2021-04-28,153.645004,155.322495,152.154999,152.767502,152.732498,20941600
2021-04-29,154.000000,154.365005,150.714996,153.247498,153.212387,17319600
2021-04-30,151.744995,153.649994,149.970001,150.095001,150.060608,20191200
2021-05-03,151.250000,152.467499,147.875000,148.367493,148.333496,20391200
2021-05-04,146.372498,146.375000,140.102493,143.512497,143.479614,40532400
2021-05-05,147.089996,148.134995,143.875000,144.585007,144.551880,29202400
2021-05-06,144.952499,145.712494,142.179993,145.229996,145.196716,19338000
2021-05-07,148.082504,149.707504,146.717499,148.122498,148.088562,22932800
2021-05-10,147.872498,148.059998,142.500000,142.657501,142.624817,26890400
2021-05-11,138.250000,143.547501,137.500000,143.062500,143.029724,28558400
2021-05-12,140.095001,142.602493,137.092499,137.585007,137.553482,30340800
2021-05-13,140.337494,140.807495,134.589996,136.652496,136.621185,28540400
2021-05-14,138.899994,143.279999,137.485001,142.429993,142.397354,25861600
2021-05-17,141.570007,141.692505,138.535004,141.654999,141.622543,21698000
2021-05-18,142.669998,144.042496,140.039993,140.157501,140.125381,18625600
2021-05-19,135.664993,140.794998,135.432495,140.657501,140.625275,34400000
2021-05-20,143.024994,146.837494,142.705002,146.125000,146.091522,32159200
2021-05-21,151.637497,152.220001,148.695007,149.917496,149.883148,67299200
2021-05-24,152.125000,157.449997,151.759995,156.119995,156.084229,55481600
2021-05-25,157.660004,158.184998,154.824997,156.477493,156.441635,43540800
2021-05-26,157.342499,157.937500,155.862503,157.000000,156.964035,37044000
2021-05-27,156.997498,157.500000,154.600006,154.880005,154.844513,58147600
2021-05-28,155.009995,162.774994,155.009995,162.445007,162.407791,64453600
2021-06-01,162.699997,163.882507,159.032501,162.645004,162.607742,47280400
2021-06-02,162.522507,169.187500,162.354996,167.782501,167.744064,59416800
2021-06-03,167.007507,172.589996,165.830002,169.697495,169.658615,58000800
2021-06-04,171.125000,176.610001,170.955002,175.782501,175.742233,61712000
2021-06-07,175.712494,178.125000,171.927505,176.190002,176.149628,57575600
2021-06-08,175.272507,176.214996,172.509995,174.570007,174.530014,32384800
2021-06-09,175.157501,175.750000,172.557495,173.582504,173.582504,38165600
2021-06-10,173.500000,174.919998,171.759995,174.250000,174.250000,28777200
2021-06-11,174.794998,179.392502,174.437500,178.252502,178.252502,41630800
2021-06-14,179.059998,180.395004,176.627502,180.187500,180.187500,32137600
2021-06-15,179.149994,180.162506,177.279999,177.884995,177.884995,24303200
2021-06-16,177.907501,179.547501,175.845001,178.102493,178.102493,30712400
2021-06-17,177.744995,188.350006,177.562500,186.572495,186.572495,80965600
2021-06-18,187.839996,193.750000,185.839996,186.387497,186.387497,96885600
2021-06-21,184.352493,185.365005,178.227493,184.272507,184.272507,67238400
2021-06-22,184.714996,189.637497,183.860001,188.867493,188.867493,58014400
2021-06-23,190.077499,191.527496,189.077499,190.572495,190.572495,33235600
2021-06-24,192.277496,194.199997,190.882507,192.054993,192.054993,32092400
2021-06-25,192.804993,193.455002,188.945007,190.309998,190.309998,27836400
2021-06-28,193.612503,200.787506,193.190002,199.850006,199.850006,49543600
2021-06-29,198.824997,200.987503,196.570007,200.267502,200.267502,36763200
2021-06-30,199.992493,201.625000,198.637497,200.024994,200.024994,32656800
2021-07-01,201.250000,204.559998,200.190002,202.119995,202.119995,48013600
2021-07-02,204.402496,205.052505,202.877502,204.869995,204.869995,34276400
2021-07-06,207.375000,208.419998,203.502502,206.985001,206.985001,44670800
2021-07-07,208.535004,208.750000,203.320007,203.717499,203.717499,41842800
2021-07-08,198.565002,201.330002,197.007507,199.027496,199.027496,50330000
2021-07-09,199.625000,200.802505,197.542496,200.502502,200.502502,29662400
2021-07-12,202.399994,205.327499,201.877502,205.125000,205.125000,32198400
2021-07-13,204.005005,204.612503,201.139999,202.500000,202.500000,29070800
2021-07-14,203.577499,204.177505,197.527496,198.414993,198.414993,38010000
2021-07-15,198.117493,198.470001,188.585007,189.662506,189.662506,55056400
2021-07-16,190.304993,191.570007,180.729996,181.610001,181.610001,68822400
2021-07-19,179.152496,190.419998,178.654999,187.797501,187.797501,74906000
2021-07-20,187.300003,188.380005,181.639999,186.119995,186.119995,43468700
2021-07-21,188.820007,195.270004,187.419998,194.100006,194.100006,37101700
2021-07-22,196.419998,198.869995,192.759995,195.940002,195.940002,32382600
2021-07-23,196.559998,197.000000,192.500000,195.580002,195.580002,19567200
2021-07-26,193.110001,194.419998,189.139999,192.940002,192.940002,20394300
2021-07-27,192.649994,196.220001,187.410004,192.080002,192.080002,24886300
2021-07-28,193.190002,196.460007,189.949997,195.029999,195.029999,20219100
2021-07-29,195.190002,198.529999,193.279999,196.619995,196.619995,19078100
2021-07-30,194.179993,196.300003,192.630005,194.990005,194.990005,18322900
